id,distance,activity_type,moving_time,elapsed_time,start_time,end_time,start_latitude,end_latitude,start_longitude,end_longitude
3751401283,7142.5,Run,2616,2668,2020-07-11 13:47:43,2020-07-11 13:47:43,51.308336,51.308385,-2.502514,-2.502458
3754688964,6248.6,Run,2240,2345,2020-07-12 07:47:23,2020-07-12 07:47:23,51.308312,51.308397,-2.502412,-2.502406
3760991436,6366.3,Run,2350,2392,2020-07-13 12:06:50,2020-07-13 12:06:50,51.308222,51.30834,-2.502245,-2.502339
3779582736,8182.8,Run,2821,2847,2020-07-17 07:05:54,2020-07-17 07:05:54,51.308284,51.308404,-2.502463,-2.502497
3786318305,5265.0,Run,1809,1816,2020-07-18 15:21:58,2020-07-18 15:21:58,51.308376,51.308392,-2.502452,-2.502457
3789061269,10254.6,Run,3652,3661,2020-07-19 07:16:54,2020-07-19 07:16:54,51.308387,51.308379,-2.502406,-2.50248
3794427166,9027.8,Run,3220,3291,2020-07-20 06:49:46,2020-07-20 06:49:46,51.308416,51.30835,-2.502566,-2.502325
3995328159,310.4,Run,2124,2141,2020-08-31 07:34:16,2020-08-31 07:34:16,51.308099,51.308396,-2.502,-2.502597
4001067568,1189.3,Run,472,791,2020-09-01 12:46:36,2020-09-01 12:46:36,51.30844,51.308523,-2.502619,-2.493736
4005859506,2239.6,Run,138,1132,2020-09-02 12:04:46,2020-09-02 12:04:46,51.308405,51.302575,-2.502358,-2.476913
4010737659,186.5,Run,68,84,2020-09-03 12:39:08,2020-09-03 12:39:08,51.308392,51.309461,-2.502529,-2.500879
4015573822,717.1,Run,1743,1763,2020-09-04 13:48:35,2020-09-04 13:48:35,51.308171,51.302676,-2.502272,-2.49972
4026616523,2273.9,Run,1626,1787,2020-09-06 14:58:52,2020-09-06 14:58:52,51.308288,51.308423,-2.502267,-2.502553
4035197055,511.5,Run,160,166,2020-09-08 13:57:49,2020-09-08 13:57:49,51.308196,51.312243,-2.502273,-2.499856
4039961719,641.7,Run,2610,3170,2020-09-09 13:05:37,2020-09-09 13:05:37,51.308156,51.318352,-2.502255,-2.503103
4044503781,2961.7,Run,2226,2679,2020-09-10 12:25:33,2020-09-10 12:25:33,51.308443,51.303663,-2.502505,-2.505827
4044722646,978.4,Run,1142,1166,2020-09-10 13:48:45,2020-09-10 13:48:45,51.308129,51.307247,-2.502174,-2.510437
4048961436,1344.2,Run,1371,1859,2020-09-11 12:12:23,2020-09-11 12:12:23,51.308238,51.302278,-2.502322,-2.504605
4063544650,1166.3,Run,1236,1238,2020-09-14 12:37:01,2020-09-14 12:37:01,51.308392,51.302818,-2.50254,-2.501497
4063611938,243.2,Run,80,80,2020-09-14 13:10:22,2020-09-14 13:10:22,51.301103,51.302288,-2.50413,-2.505563
4073137097,359.0,Run,1892,1912,2020-09-16 11:30:05,2020-09-16 11:30:05,51.30839,51.313713,-2.502384,-2.518905
4078313197,4193.3,Run,1913,2253,2020-09-17 13:09:18,2020-09-17 13:09:18,51.308428,51.302359,-2.502428,-2.505487
4081865770,1259.0,Run,3726,4199,2020-09-18 07:55:59,2020-09-18 07:55:59,51.308395,51.30843,-2.502477,-2.502447
4088013829,702.1,Run,1346,1375,2020-09-19 14:55:18,2020-09-19 14:55:18,51.308376,51.30163,-2.502461,-2.505454
4091294276,6581.9,Run,2407,2792,2020-09-20 08:46:43,2020-09-20 08:46:43,51.308405,51.308284,-2.502481,-2.502357
4102125512,480.9,Run,2211,2734,2020-09-22 13:40:31,2020-09-22 13:40:31,51.308391,51.302517,-2.502446,-2.505624
4111592107,1018.3,Run,1685,1695,2020-09-24 14:36:32,2020-09-24 14:36:32,51.308402,51.302981,-2.502472,-2.500787
4118239057,3419.3,Run,1800,1904,2020-09-26 07:40:00,2020-09-26 07:40:00,54.583941,54.587471,-2.873758,-2.865
4127930992,2237.1,Run,1382,1395,2020-09-28 06:40:08,2020-09-28 06:40:08,54.58395,54.596154,-2.873754,-2.8786
4168728744,172.0,Run,33,70,2020-10-05 14:39:26,2020-10-05 14:39:26,51.308405,51.309129,-2.502547,-2.501042
4168888507,174.2,Run,61,71,2020-10-07 14:42:33,2020-10-07 14:42:33,51.308407,51.307233,-2.502569,-2.501618
4173014498,232.1,Run,68,483,2020-10-08 14:03:19,2020-10-08 14:03:19,51.308437,51.309806,-2.502509,-2.500864
4176972354,476.0,StandUpPaddling,137,1152,2020-10-09 12:31:44,2020-10-09 12:31:44,51.308116,51.302857,-2.502305,-2.501142
4187014956,2905.2,Run,3047,3054,2020-10-11 14:44:36,2020-10-11 14:44:36,51.308247,51.323701,-2.502153,-2.529695
4190886767,181.6,Run,57,71,2020-10-12 14:44:24,2020-10-12 14:44:24,51.308477,51.307371,-2.502415,-2.501941
4195251992,234.4,Run,94,99,2020-10-13 15:26:34,2020-10-13 15:26:34,51.308417,51.306836,-2.502549,-2.500834
4853173388,6933.6,Run,2445,3793,2021-02-25 13:34:51,2021-02-25 13:34:51,51.308336,51.308316,-2.502186,-2.502296
5764544292,5967.3,Run,2076,2094,2021-08-08 14:29:33,2021-08-08 14:29:33,51.308444,51.308324,-2.502643,-2.502377
5774670336,5740.0,Run,1972,1982,2021-08-10 13:22:21,2021-08-10 13:22:21,51.308347,51.308313,-2.502344,-2.502363
5780201937,6726.8,Run,2334,2350,2021-08-11 12:09:04,2021-08-11 12:09:04,51.308397,51.308464,-2.502528,-2.502348
5786684325,6097.0,Run,2154,2167,2021-08-12 14:47:17,2021-08-12 14:47:17,51.308408,51.308371,-2.502536,-2.502419
5794531089,3376.5,Run,1097,1104,2021-08-14 06:53:32,2021-08-14 06:53:32,51.308365,51.308321,-2.502459,-2.502405
5802482510,4325.4,Run,1507,1603,2021-08-15 14:05:27,2021-08-15 14:05:27,51.308393,51.308328,-2.50213,-2.502542
5813061813,5046.4,Run,1719,1733,2021-08-17 15:23:53,2021-08-17 15:23:53,51.308412,51.308397,-2.50245,-2.502456
5818905649,6089.8,Run,2041,2188,2021-08-18 14:27:06,2021-08-18 14:27:06,51.308371,51.308414,-2.502349,-2.502428
5823564965,4467.1,Run,1476,1546,2021-08-19 13:35:28,2021-08-19 13:35:28,51.308429,51.308333,-2.502561,-2.502511
5845249788,3543.3,Run,1277,1579,2021-08-23 14:46:39,2021-08-23 14:46:39,51.308384,51.308407,-2.502526,-2.502526
5850975647,4540.9,Run,1556,3017,2021-08-24 15:02:49,2021-08-24 15:02:49,51.308391,51.308395,-2.502503,-2.502722
5856461039,6288.1,Run,2148,2164,2021-08-25 14:17:09,2021-08-25 14:17:09,51.30834,51.308373,-2.502499,-2.50236
5865425716,6087.8,Run,2109,2179,2021-08-27 07:42:36,2021-08-27 07:42:36,51.308286,51.308317,-2.502377,-2.502413
5871687463,7466.2,Run,2563,2577,2021-08-28 12:13:05,2021-08-28 12:13:05,51.308446,51.308327,-2.502567,-2.502315
5926252591,3561.2,Run,1215,1297,2021-09-07 13:53:52,2021-09-07 13:53:52,51.308392,51.308391,-2.502559,-2.502325
5947586224,4169.2,Run,1479,1481,2021-09-10 11:44:30,2021-09-10 11:44:30,51.308367,51.308254,-2.50259,-2.502228
5947759895,4769.1,Run,1630,1656,2021-09-11 13:27:54,2021-09-11 13:27:54,51.308389,51.308286,-2.502424,-2.50236
5959211194,4420.0,Run,1402,3519,2021-09-13 14:17:25,2021-09-13 14:17:25,51.308385,51.308334,-2.502576,-2.502428
5969979188,5864.0,Run,2008,2063,2021-09-15 14:41:50,2021-09-15 14:41:50,51.308359,51.308306,-2.502589,-2.502325
5975446592,4948.4,Run,1700,1716,2021-09-16 15:27:58,2021-09-16 15:27:58,51.308351,51.308383,-2.502423,-2.502276
5985953384,2364.5,Run,609,615,2021-09-18 14:46:53,2021-09-18 14:46:53,51.475588,51.476955,-2.623395,-2.621908
5991306440,5292.8,Run,1656,1764,2021-09-19 13:53:17,2021-09-19 13:53:17,51.292645,51.292993,-2.449319,-2.450676
5996384978,3529.8,Run,1138,1170,2021-09-20 15:28:11,2021-09-20 15:28:11,51.30837,51.308312,-2.502586,-2.502299
6006349426,6099.1,Run,2080,2159,2021-09-22 12:28:16,2021-09-22 12:28:16,51.308381,51.308395,-2.502572,-2.502303
6016750687,7738.8,Run,2613,2628,2021-09-24 13:00:09,2021-09-24 13:00:09,51.308378,51.308338,-2.502578,-2.502405
6020247180,5017.5,Run,1701,1718,2021-09-25 08:08:20,2021-09-25 08:08:20,51.308115,51.308363,-2.501971,-2.502391
6067843901,2906.5,Run,821,1121,2021-10-04 14:49:22,2021-10-04 14:49:22,51.308432,51.308413,-2.502572,-2.502398
6107521682,5048.3,Run,1729,1837,2021-10-12 13:38:48,2021-10-12 13:38:48,51.308391,51.306996,-2.502594,-2.501394
6122099534,5330.2,Run,1753,1760,2021-10-15 14:51:09,2021-10-15 14:51:09,51.308412,51.308399,-2.50254,-2.502319
6130118105,4362.6,Run,1398,1429,2021-10-17 08:33:11,2021-10-17 08:33:11,51.308418,51.308378,-2.502478,-2.502469
6141465113,5535.7,Run,1853,2174,2021-10-19 14:06:33,2021-10-19 14:06:33,51.30823943763971,51.308440770953894,-2.5022259168326855,-2.5023654755204916
6146509862,3968.5,Run,912,1846,2021-10-20 14:32:57,2021-10-20 14:32:57,51.30816307850182,51.3026312738657,-2.502239663153887,-2.5058684404939413
6151029115,688.0,Run,5,84698,2021-10-20 15:04:52,2021-10-20 15:04:52,51.30266295745969,51.308390563353896,-2.5058746431022882,-2.5024789664894342
6151120954,3525.8,Run,1076,1159,2021-10-21 14:37:18,2021-10-21 14:37:18,51.30836667492986,51.30825385451317,-2.5022015254944563,-2.502307053655386
6178886640,3563.9,Run,1208,1214,2021-10-27 11:56:43,2021-10-27 11:56:43,51.30836483091116,51.308251675218344,-2.502378970384598,-2.502262629568577
6192438364,3331.1,Run,1097,1104,2021-10-30 12:49:38,2021-10-30 12:49:38,51.30843959748745,51.308431131765246,-2.5024718418717384,-2.50257208943367
6211363796,6702.4,Run,2315,2318,2021-11-03 12:54:24,2021-11-03 12:54:24,51.30820808932185,51.308403639122844,-2.502005137503147,-2.5024164374917746
6219246513,5030.4,Run,1681,1754,2021-11-05 08:12:06,2021-11-05 08:12:06,51.30832342430949,51.30831613205373,-2.502287942916155,-2.5023811496794224
6234844894,4140.4,Run,1458,1466,2021-11-08 15:19:46,2021-11-08 15:19:46,51.308455942198634,51.30838913843036,-2.502420963719487,-2.502271765843034
6239365034,3836.7,Run,1269,1282,2021-11-09 14:54:44,2021-11-09 14:54:44,51.30841629579663,51.30706496536732,-2.5025490391999483,-2.5013854634016752
6248919267,6802.6,Run,2302,2319,2021-11-11 15:02:59,2021-11-11 15:02:59,51.308405147865415,51.308379331603646,-2.50255792401731,-2.5024820677936077
6252792273,7873.2,Run,2662,2678,2021-11-12 12:54:33,2021-11-12 12:54:33,51.30840682424605,51.30836835131049,-2.5025454349815845,-2.5023861788213253
6261950762,5572.3,Run,1886,1894,2021-11-14 12:42:56,2021-11-14 12:42:56,51.30840539932251,51.30836089141667,-2.502567144110799,-2.502378299832344
6270971477,4475.5,Run,1467,1483,2021-11-15 13:33:59,2021-11-15 13:33:59,51.308414954692125,51.308391485363245,-2.502538226544857,-2.502387687563896
6271083887,5534.7,Run,1863,1867,2021-11-16 14:30:40,2021-11-16 14:30:40,51.30839123390615,51.30835846066475,-2.5025501288473606,-2.502503441646695
6275574876,3617.2,Run,1180,1207,2021-11-17 13:56:03,2021-11-17 13:56:03,51.30839944817126,51.30834764800966,-2.502577370032668,-2.502415683120489
6280352897,4734.6,Run,1527,1538,2021-11-18 15:14:14,2021-11-18 15:14:14,51.30841319449246,51.308310851454735,-2.5025501288473606,-2.502450216561556
6284114321,3539.2,Run,1141,1162,2021-11-19 13:27:11,2021-11-19 13:27:11,51.30840439349413,51.308305989950895,-2.502590697258711,-2.5023530703037977
6292029358,7648.9,Run,2631,2634,2021-11-21 09:22:39,2021-11-21 09:22:39,51.30842786282301,51.30835276097059,-2.5025551579892635,-2.50232582911849
6302018777,5927.8,Run,1973,1982,2021-11-22 14:21:47,2021-11-22 14:21:47,51.308406572788954,51.30830523557961,-2.502580052241683,-2.5023483764380217
6302184723,6176.5,Run,2107,2233,2021-11-23 14:22:52,2021-11-23 14:22:52,51.30842098966241,51.30838033743203,-2.5025766994804144,-2.502373941242695
6306289068,3360.9,Run,1085,1097,2021-11-24 13:11:31,2021-11-24 13:11:31,51.308399364352226,51.30821202881634,-2.502564126625657,-2.5021687522530556
6314324253,4568.1,Run,1516,1532,2021-11-26 11:43:19,2021-11-26 11:43:19,51.30841084755957,51.30830615758896,-2.5025751907378435,-2.5023689959198236
6331102356,3816.8,Run,1280,2011,2021-11-30 14:08:03,2021-11-30 14:08:03,51.30871963687241,51.30839307792485,-2.5024724286049604,-2.5025663897395134
6343222118,4656.7,Run,1609,1627,2021-12-03 13:05:40,2021-12-03 13:05:40,51.30841906182468,51.308350916951895,-2.502529928460717,-2.502366565167904
6356033491,1984.7,Run,586,1288,2021-12-06 14:33:16,2021-12-06 14:33:16,51.30840045399964,51.30824035964906,-2.5025580916553736,-2.502268748357892
6363754375,5154.6,Run,1687,1837,2021-12-08 12:25:04,2021-12-08 12:25:04,51.30834714509547,51.30835452117026,-2.5024676509201527,-2.502389866858721
6367881954,2915.7,Run,931,946,2021-12-09 13:27:14,2021-12-09 13:27:14,51.308425180613995,51.3084508292377,-2.502551721408963,-2.5023666489869356
6371691971,5022.4,Run,1638,1658,2021-12-10 13:33:06,2021-12-10 13:33:06,51.3084265217185,51.308264918625355,-2.502535879611969,-2.502309149131179
6380262958,5110.5,Run,1648,1659,2021-12-12 13:40:47,2021-12-12 13:40:47,51.308449152857065,51.308368518948555,-2.5024523958563805,-2.5023784674704075
6384233144,4544.7,Run,1569,1586,2021-12-13 14:55:00,2021-12-13 14:55:00,51.308405147865415,51.30841026082635,-2.5025477819144726,-2.5023243203759193
6388204841,5180.5,Run,1784,1790,2021-12-14 14:25:19,2021-12-14 14:25:19,51.308422749862075,51.308355862274766,-2.502499083057046,-2.502441080287099
6396611069,5532.5,Run,1864,1879,2021-12-16 15:55:39,2021-12-16 15:55:39,51.308473628014326,51.30834672600031,-2.5025406572967768,-2.502408642321825
6399947530,3677.1,Run,1183,1204,2021-12-17 14:01:29,2021-12-17 14:01:29,51.308464743196964,51.30846734158695,-2.502399757504463,-2.50240009278059
6403973781,8077.0,Run,2693,2919,2021-12-18 13:28:22,2021-12-18 13:28:22,51.308464240282774,51.30839617922902,-2.5024447683244944,-2.5025139190256596
6408461802,5891.9,Run,1993,1997,2021-12-19 14:00:29,2021-12-19 14:00:29,51.308420738205314,51.308417888358235,-2.502455497160554,-2.5025031901896
6416706093,6905.0,Run,2349,2381,2021-12-21 16:04:31,2021-12-21 16:04:31,51.30822175182402,51.308386540040374,-2.5020845979452133,-2.5024296808987856
6420238535,3501.0,Run,1129,1155,2021-12-22 14:06:27,2021-12-22 14:06:27,51.308361226692796,51.30828805267811,-2.502487264573574,-2.5022759567946196
6426790113,3159.4,Run,1069,1080,2021-12-24 10:11:37,2021-12-24 10:11:37,51.303816894069314,51.308210268616676,-2.483585150912404,-2.5022228993475437
6434639754,6816.3,Run,2333,2378,2021-12-26 12:56:02,2021-12-26 12:56:02,51.308449655771255,51.30817146040499,-2.502481983974576,-2.5022486317902803
6443148212,3669.5,Run,1224,1283,2021-12-28 13:43:09,2021-12-28 13:43:09,51.30842065438628,51.30842895247042,-2.502561444416642,-2.5025116559118032
6447589368,7426.8,Run,2546,2559,2021-12-29 13:19:55,2021-12-29 13:19:55,51.30846608430147,51.308316718786955,-2.50246555544436,-2.5023518968373537
6455944414,9817.4,Run,3349,3496,2021-12-31 10:57:58,2021-12-31 10:57:58,51.30844856612384,51.30842216312885,-2.5025018490850925,-2.502284673973918
6460704983,2439.4,Walk,2758,3828,2022-01-01 11:30:47,2022-01-01 11:30:47,51.32308538071811,51.32278094999492,-2.3666166979819536,-2.3653203528374434
6461391228,3674.7,Run,1184,1191,2022-01-01 14:39:24,2022-01-01 14:39:24,51.308404142037034,51.30833717063069,-2.50256622210145,-2.5023695826530457
6466977887,5969.7,Run,1952,1956,2022-01-02 14:41:51,2022-01-02 14:41:51,51.30843322724104,51.30830246955156,-2.5025413278490305,-2.5023590214550495
6472196145,1802.7,Walk,1713,2450,2022-01-03 15:38:16,2022-01-03 15:38:16,51.28567879088223,51.28945735283196,-2.4387098662555218,-2.443804554641247
6476243670,139.1,Walk,46,46,2022-01-04 12:55:01,2022-01-04 12:55:01,51.30843515507877,51.309139067307115,-2.5025145895779133,-2.5010542944073677
6476466953,7513.6,Run,2494,2733,2022-01-04 12:55:58,2022-01-04 12:55:58,51.309196231886744,51.308324094861746,-2.5011041667312384,-2.5024390686303377
6482243406,4855.2,Run,1565,1626,2022-01-05 15:37:48,2022-01-05 15:37:48,51.30822451785207,51.30838016979396,-2.502135392278433,-2.5023967400193214
6491622055,3622.1,Run,1182,1208,2022-01-07 14:03:05,2022-01-07 14:03:05,51.30845476873219,51.30842727608979,-2.50246555544436,-2.502489695325494
6502426560,4041.7,Run,1356,1366,2022-01-09 14:50:00,2022-01-09 14:50:00,51.308451583608985,51.30838729441166,-2.5024553295224905,-2.5024679861962795
6507068859,5368.6,Run,1783,1792,2022-01-10 15:01:11,2022-01-10 15:01:11,51.30842543207109,51.3083715364337,-2.5022542476654053,-2.502323566004634
6512206580,5215.7,Run,1692,1729,2022-01-11 15:16:57,2022-01-11 15:16:57,51.30848854780197,51.308345133438706,-2.5023975782096386,-2.502340078353882
6522412754,1110.9,Run,329,341,2022-01-13 14:41:41,2022-01-13 14:41:41,51.308425683528185,51.30838922224939,-2.5025581754744053,-2.502368241548538
6522968941,5063.7,Walk,1819,2741,2022-01-13 15:58:36,2022-01-13 15:58:36,51.2868354935199,51.30840213038027,-2.483869632706046,-2.5024370569735765
6532775677,8307.8,Run,2733,2745,2022-01-15 14:03:05,2022-01-15 14:03:05,51.30849617533386,51.308357287198305,-2.502340078353882,-2.5025297608226538
6543704426,5561.0,Run,1839,1839,2022-01-17 15:23:13,2022-01-17 15:23:13,51.308428198099136,51.308328453451395,-2.5022836681455374,-2.502337144687772
6548467795,4554.6,Run,1510,1535,2022-01-18 14:05:28,2022-01-18 14:05:28,51.308399783447385,51.30834027193487,-2.502520876005292,-2.5024329498410225
6558794058,4838.6,Run,1644,1671,2022-01-20 13:33:51,2022-01-20 13:33:51,51.30842878483236,51.3083971850574,-2.502367654815316,-2.502475446090102
6568144092,2647.9,Walk,2607,3021,2022-01-22 11:46:26,2022-01-22 11:46:26,51.30836248397827,51.30839944817126,-2.5025737658143044,-2.5024833250790834
6569608526,1006.0,Walk,1075,1738,2022-01-22 15:58:13,2022-01-22 15:58:13,51.30827162414789,51.30564188584685,-2.5022650603204966,-2.504425495862961
6572831665,8447.9,Run,2845,2849,2022-01-23 09:44:10,2022-01-23 09:44:10,51.30840573459864,51.30834236741066,-2.502475529909134,-2.50244602560997
6574056569,1318.0,Walk,1437,1792,2022-01-23 12:07:12,2022-01-23 12:07:12,51.30961582995951,51.30665576085448,-2.4987362790852785,-2.501658881083131
6579931944,3479.8,Run,1160,1172,2022-01-24 15:49:33,2022-01-24 15:49:33,51.30833993665874,51.30831386893988,-2.502489946782589,-2.502347370609641
6590050192,5883.6,Run,1923,1963,2022-01-26 14:11:19,2022-01-26 14:11:19,51.30842266604304,51.30839165300131,-2.50248609110713,-2.502456922084093
6600253476,6228.0,Run,2074,2097,2022-01-28 15:33:18,2022-01-28 15:33:18,51.30835359916091,51.308490727096796,-2.50234829261899,-2.502346867695451
6605512552,4896.4,Run,1591,1591,2022-01-29 15:52:30,2022-01-29 15:52:30,51.30842987447977,51.30837555974722,-2.5023189559578896,-2.502259276807308
6620335451,5226.7,Run,1715,1715,2022-02-01 14:44:28,2022-02-01 14:44:28,51.30843926221132,51.30836474709213,-2.502320632338524,-2.50242012552917
6625576557,3782.5,Run,1207,1220,2022-02-02 14:18:24,2022-02-02 14:18:24,51.3083834387362,51.30831512622535,-2.5023860950022936,-2.5024187844246626
6656368295,2532.9,Run,864,3142,2022-02-08 16:03:00,2022-02-08 16:03:00,51.30836575292051,51.30837673321366,-2.502395650371909,-2.5024977419525385
6661230060,3523.2,Run,1124,1124,2022-02-09 14:13:52,2022-02-09 14:13:52,51.308287382125854,51.30830867215991,-2.5023578479886055,-2.5023814849555492
6666406248,4887.8,Run,1622,1635,2022-02-10 13:38:33,2022-02-10 13:38:33,51.30830967798829,51.30836617201567,-2.5021881982684135,-2.502395650371909
6676929565,2987.1,Run,1284,2015,2022-02-12 14:01:12,2022-02-12 14:01:12,51.3084473926574,51.30838452838361,-2.50233655795455,-2.5024618674069643
6687910173,4750.3,Run,1591,1611,2022-02-14 16:18:43,2022-02-14 16:18:43,51.30816391669214,51.30837463773787,-2.5021929759532213,-2.5024777930229902
6875249989,1706.8,Run,564,592,2022-03-23 14:30:51,2022-03-23 14:30:51,51.30843725055456,51.308421744033694,-2.5024069659411907,-2.5023518968373537
6880397287,2357.8,Run,792,816,2022-03-24 13:47:56,2022-03-24 13:47:56,51.308395424857736,51.30831546150148,-2.502452563494444,-2.5023301877081394
6901294282,2091.5,Run,687,690,2022-03-28 12:08:38,2022-03-28 12:08:38,51.30827413871884,51.308433478698134,-2.5023776292800903,-2.5024611968547106
6906960291,2708.5,Run,885,885,2022-03-29 14:27:19,2022-03-29 14:27:19,51.30838385783136,51.30834488198161,-2.50258038751781,-2.5023729354143143
6911605627,3562.7,Run,1212,1269,2022-03-30 12:16:45,2022-03-30 12:16:45,51.30840112455189,51.308392994105816,-2.5024390686303377,-2.502259025350213
6921495100,2178.2,Run,721,737,2022-04-01 15:32:24,2022-04-01 15:32:24,51.30840389057994,51.30825846455991,-2.5023566745221615,-2.502289116382599
6930946405,4255.1,Run,1463,1486,2022-04-03 13:18:03,2022-04-03 13:18:03,51.30835393443704,51.30836382508278,-2.5023487955331802,-2.502458095550537
6940582639,4287.1,Run,1459,1525,2022-04-05 14:34:55,2022-04-05 14:34:55,51.30833784118295,51.308336332440376,-2.5023360550403595,-2.5023592729121447
6945417783,2628.9,Run,904,904,2022-04-06 13:29:16,2022-04-06 13:29:16,51.308356784284115,51.308275731280446,-2.5024332851171494,-2.50245725736022
6949964029,2308.5,Run,814,821,2022-04-07 12:31:46,2022-04-07 12:31:46,51.30841629579663,51.30832904018462,-2.502483995631337,-2.502335887402296
6985203707,3366.7,Run,1120,1127,2022-04-14 11:44:11,2022-04-14 11:44:11,51.30846356973052,51.30834027193487,-2.502123322337866,-2.5024343747645617
6991199386,3651.6,Run,1280,1302,2022-04-15 14:11:13,2022-04-15 14:11:13,51.30842166021466,51.30834052339196,-2.502330271527171,-2.5023819878697395
6996720175,4205.2,Run,1465,1476,2022-04-16 14:09:57,2022-04-16 14:09:57,51.308432975783944,51.30837564356625,-2.502630427479744,-2.50236882828176
7005608891,4445.4,Run,1461,1469,2022-04-18 09:05:20,2022-04-18 09:05:20,51.30832007154822,51.30833717063069,-2.502288781106472,-2.5023817364126444
7012257745,5080.0,Run,1735,1824,2022-04-19 13:23:17,2022-04-19 13:23:17,51.3084333948791,51.30832342430949,-2.5024499651044607,-2.5023919623345137
